"","X","distschNum","year08","districtType","MathAvgScore","MonPerChild","schoolName","schPctnonw","schPctsped","schPctfree","city","urban"
"1388",1388,"Dtype 1 Dnum 840 Snum 21",1,1,650.7,9126.755522,"ST. JAMES ARMSTRONG ELEMENTARY",0.47761194,0.044776119,0.582089552,"St. James",1
"1389",1389,"Dtype 1 Dnum 840 Snum 21",2,1,650,9175.589331,"ST. JAMES ARMSTRONG ELEMENTARY",0.47761194,0.044776119,0.582089552,"St. James",1
"1390",1390,"Dtype 1 Dnum 846 Snum 10",1,1,651.8,8833.147821,"BRECKENRIDGE ELEMENTARY",0.03125,0.171875,0.421875,"Breckenridge",0
"1391",1391,"Dtype 1 Dnum 846 Snum 10",2,1,658.9,8910.880143,"BRECKENRIDGE ELEMENTARY",0.03125,0.171875,0.421875,"Breckenridge",0
"1392",1392,"Dtype 1 Dnum 85 Snum 2",0,1,662.1,8557.670975,"SPRINGFIELD ELEMENTARY",0.090909091,0.181818182,0.431818182,"Springfield",0
"1393",1393,"Dtype 1 Dnum 85 Snum 2",1,1,657.2,8590.162881,"SPRINGFIELD ELEMENTARY",0.090909091,0.181818182,0.431818182,"Springfield",0
"1394",1394,"Dtype 1 Dnum 85 Snum 2",2,1,662.3,8639.998633,"SPRINGFIELD ELEMENTARY",0.090909091,0.181818182,0.431818182,"Springfield",0
"1395",1395,"Dtype 1 Dnum 850 Snum 10",0,1,655.6,10040.59234,"ROTHSAY ELEMENTARY",0,0.25,0.45,"Rothsay",0
"1396",1396,"Dtype 1 Dnum 850 Snum 10",1,1,655.6,10186.35496,"ROTHSAY ELEMENTARY",0,0.25,0.45,"Rothsay",0
"1397",1397,"Dtype 1 Dnum 850 Snum 10",2,1,653.2,9856.044029,"ROTHSAY ELEMENTARY",0,0.25,0.45,"Rothsay",0
"1398",1398,"Dtype 1 Dnum 852 Snum 10",0,1,648.6,14080.50497,"CAMPBELL-TINTAH ELEMENTARY",0.066666667,0.333333333,0.466666667,"Campbell",0
"1399",1399,"Dtype 1 Dnum 852 Snum 10",2,1,652.4,13477.68245,"CAMPBELL-TINTAH ELEMENTARY",0.066666667,0.333333333,0.466666667,"Campbell",0
"1400",1400,"Dtype 1 Dnum 857 Snum 20",0,1,650.6,8326.79551,"LEWISTON-ALTURA INTERMEDIATE EL.",0.06779661,0.13559322,0.440677966,"Lewiston",0
"1401",1401,"Dtype 1 Dnum 857 Snum 20",1,1,653.7,8773.993193,"LEWISTON-ALTURA INTERMEDIATE EL.",0.06779661,0.13559322,0.440677966,"Lewiston",0
"1402",1402,"Dtype 1 Dnum 857 Snum 20",2,1,649.6,8536.117453,"LEWISTON-ALTURA INTERMEDIATE EL.",0.06779661,0.13559322,0.440677966,"Lewiston",0
"1403",1403,"Dtype 1 Dnum 858 Snum 2",0,1,654,7184.7137,"ST. CHARLES ELEMENTARY",0.12,0.09,0.26,"Saint Charles",1
"1404",1404,"Dtype 1 Dnum 858 Snum 2",1,1,654.2,7244.220061,"ST. CHARLES ELEMENTARY",0.12,0.09,0.26,"Saint Charles",1
"1405",1405,"Dtype 1 Dnum 858 Snum 2",2,1,660.3,7240.270599,"ST. CHARLES ELEMENTARY",0.12,0.09,0.26,"Saint Charles",1
"1406",1406,"Dtype 1 Dnum 861 Snum 6",0,1,653.1,10460.83108,"WINONA MIDDLE",0.141552511,0.191780822,0.406392694,"Winona",1
"1407",1407,"Dtype 1 Dnum 861 Snum 6",1,1,645.6,10808.30401,"WINONA MIDDLE",0.141552511,0.191780822,0.406392694,"Winona",1
"1408",1408,"Dtype 1 Dnum 861 Snum 6",2,1,650.6,10645.54092,"WINONA MIDDLE",0.141552511,0.191780822,0.406392694,"Winona",1
"1409",1409,"Dtype 1 Dnum 876 Snum 2",0,1,658.9,8278.245194,"ANNANDALE MIDDLE",0.015625,0.0703125,0.21875,"Annandale",0
"1410",1410,"Dtype 1 Dnum 876 Snum 2",1,1,658.9,8717.761596,"ANNANDALE MIDDLE",0.015625,0.0703125,0.21875,"Annandale",0
"1411",1411,"Dtype 1 Dnum 876 Snum 2",2,1,659.8,8470.24941,"ANNANDALE MIDDLE",0.015625,0.0703125,0.21875,"Annandale",0
"1412",1412,"Dtype 1 Dnum 877 Snum 30",0,1,652.9,7977.542184,"BUFFALO COMMUNITY MIDDLE",0.059278351,0.134020619,0.265463918,"Buffalo",1
"1413",1413,"Dtype 1 Dnum 877 Snum 30",1,1,652.9,8176.833974,"BUFFALO COMMUNITY MIDDLE",0.059278351,0.134020619,0.265463918,"Buffalo",1
"1414",1414,"Dtype 1 Dnum 877 Snum 30",2,1,655.8,8137.225395,"BUFFALO COMMUNITY MIDDLE",0.059278351,0.134020619,0.265463918,"Buffalo",1
"1415",1415,"Dtype 1 Dnum 879 Snum 15",0,1,657.8,7935.28143,"DELANO MIDDLE",0.0625,0.15625,0.1625,"Delano",1
"1416",1416,"Dtype 1 Dnum 879 Snum 15",1,1,663.2,8094.91468,"DELANO MIDDLE",0.0625,0.15625,0.1625,"Delano",1
"1417",1417,"Dtype 1 Dnum 879 Snum 15",2,1,663,7979.942257,"DELANO MIDDLE",0.0625,0.15625,0.1625,"Delano",1
"1418",1418,"Dtype 1 Dnum 88 Snum 30",0,1,652.7,8491.683623,"WASHINGTON ELEMENTARY",0.072463768,0.144927536,0.224637681,"New Ulm",1
"1419",1419,"Dtype 1 Dnum 88 Snum 30",1,1,655.7,8990.405211,"WASHINGTON ELEMENTARY",0.072463768,0.144927536,0.224637681,"New Ulm",1
"1420",1420,"Dtype 1 Dnum 88 Snum 30",2,1,655.8,9007.541531,"WASHINGTON ELEMENTARY",0.072463768,0.144927536,0.224637681,"New Ulm",1
"1421",1421,"Dtype 1 Dnum 881 Snum 10",0,1,657.2,8311.284301,"MAPLE LAKE ELEMENTARY",0.026315789,0.105263158,0.223684211,"Maple Lake",0
"1422",1422,"Dtype 1 Dnum 881 Snum 10",1,1,655.5,8576.486935,"MAPLE LAKE ELEMENTARY",0.026315789,0.105263158,0.223684211,"Maple Lake",0
"1423",1423,"Dtype 1 Dnum 881 Snum 10",2,1,654.6,8434.183933,"MAPLE LAKE ELEMENTARY",0.026315789,0.105263158,0.223684211,"Maple Lake",0
"1424",1424,"Dtype 1 Dnum 882 Snum 30",0,1,651.9,7796.286434,"MONTICELLO MIDDLE",0.074918567,0.13029316,0.315960912,"Monticello",1
"1425",1425,"Dtype 1 Dnum 882 Snum 30",1,1,655.2,8694.152492,"MONTICELLO MIDDLE",0.074918567,0.13029316,0.315960912,"Monticello",1
"1426",1426,"Dtype 1 Dnum 882 Snum 30",2,1,654.9,8592.974488,"MONTICELLO MIDDLE",0.074918567,0.13029316,0.315960912,"Monticello",1
"1427",1427,"Dtype 1 Dnum 883 Snum 3",0,1,658.8,7493.469119,"ROCKFORD MIDDLE",0.094339623,0.08490566,0.301886792,"Rockford",1
"1428",1428,"Dtype 1 Dnum 883 Snum 3",1,1,654.8,7650.060096,"ROCKFORD MIDDLE",0.094339623,0.08490566,0.301886792,"Rockford",1
"1429",1429,"Dtype 1 Dnum 883 Snum 3",2,1,655.3,7509.164867,"ROCKFORD MIDDLE",0.094339623,0.08490566,0.301886792,"Rockford",1
"1430",1430,"Dtype 1 Dnum 885 Snum 30",0,1,656.7,7431.204775,"ST. MICHAEL-ALBERTVILLE MIDDLE EAST",0.090909091,0.070707071,0.075757576,"Albertville",1
"1431",1431,"Dtype 1 Dnum 885 Snum 30",1,1,654.6,7557.827415,"ST. MICHAEL-ALBERTVILLE MIDDLE EAST",0.090909091,0.070707071,0.075757576,"Albertville",1
"1432",1432,"Dtype 1 Dnum 885 Snum 30",2,1,656.7,7444.179162,"ST. MICHAEL-ALBERTVILLE MIDDLE EAST",0.090909091,0.070707071,0.075757576,"Albertville",1
"1433",1433,"Dtype 1 Dnum 885 Snum 90",2,1,657,7444.179162,"ST MICHAEL-ALBERTVILLE MIDDLE WEST",0.104166667,0.088541667,0.166666667,"Albertville",1
"1434",1434,"Dtype 1 Dnum 891 Snum 20",0,1,657.4,9118.366606,"CANBY ELEMENTARY",0.060606061,0.090909091,0.515151515,"Canby",0
"1435",1435,"Dtype 1 Dnum 891 Snum 20",1,1,660.4,9401.907836,"CANBY ELEMENTARY",0.060606061,0.090909091,0.515151515,"Canby",0
"1436",1436,"Dtype 1 Dnum 891 Snum 20",2,1,662.1,9506.289441,"CANBY ELEMENTARY",0.060606061,0.090909091,0.515151515,"Canby",0
"1437",1437,"Dtype 1 Dnum 91 Snum 1",0,1,650.1,7874.952164,"BARNUM ELEMENTARY",0.018181818,0.109090909,0.363636364,"Barnum",0
"1438",1438,"Dtype 1 Dnum 91 Snum 1",1,1,649.5,8006.100577,"BARNUM ELEMENTARY",0.018181818,0.109090909,0.363636364,"Barnum",0
"1439",1439,"Dtype 1 Dnum 91 Snum 1",2,1,653.1,7900.83561,"BARNUM ELEMENTARY",0.018181818,0.109090909,0.363636364,"Barnum",0
"1440",1440,"Dtype 1 Dnum 911 Snum 301",0,1,652.4,7543.680356,"CAMBRIDGE MIDDLE SCHOOL",0.048309179,0.048309179,0.309178744,"Cambridge",1
"1441",1441,"Dtype 1 Dnum 911 Snum 301",1,1,651.8,7744.564257,"CAMBRIDGE MIDDLE SCHOOL",0.048309179,0.048309179,0.309178744,"Cambridge",1
"1442",1442,"Dtype 1 Dnum 911 Snum 301",2,1,655.9,7694.847072,"CAMBRIDGE MIDDLE SCHOOL",0.048309179,0.048309179,0.309178744,"Cambridge",1
"1443",1443,"Dtype 1 Dnum 911 Snum 302",0,1,649.4,7543.680356,"ISANTI MIDDLE SCHOOL",0.068965517,0.075862069,0.434482759,"Isanti",0
"1444",1444,"Dtype 1 Dnum 911 Snum 302",1,1,652.1,7744.564257,"ISANTI MIDDLE SCHOOL",0.068965517,0.075862069,0.434482759,"Isanti",0
"1445",1445,"Dtype 1 Dnum 911 Snum 302",2,1,651.7,7694.847072,"ISANTI MIDDLE SCHOOL",0.068965517,0.075862069,0.434482759,"Isanti",0
"1446",1446,"Dtype 1 Dnum 911 Snum 303",0,1,657.2,7543.680356,"MINNESOTA CENTER",0.029411765,0.176470588,0.558823529,"Isanti",0
"1447",1447,"Dtype 1 Dnum 911 Snum 303",1,1,663.2,7744.564257,"MINNESOTA CENTER",0.029411765,0.176470588,0.558823529,"Isanti",0
"1448",1448,"Dtype 1 Dnum 911 Snum 303",2,1,659.9,7694.847072,"MINNESOTA CENTER",0.029411765,0.176470588,0.558823529,"Isanti",0
"1449",1449,"Dtype 1 Dnum 912 Snum 10",0,1,653.8,7717.057376,"MILACA ELEMENTARY",0.024590164,0.057377049,0.508196721,"Milca",0
"1450",1450,"Dtype 1 Dnum 912 Snum 10",1,1,651.7,7840.03271,"MILACA ELEMENTARY",0.024590164,0.057377049,0.508196721,"Milca",0
"1451",1451,"Dtype 1 Dnum 912 Snum 10",2,1,652.6,7870.580236,"MILACA ELEMENTARY",0.024590164,0.057377049,0.508196721,"Milca",0
"1452",1452,"Dtype 1 Dnum 914 Snum 1",0,1,643.3,9460.346928,"ULEN-HITTERDAL ELEMENTARY",0.16,0.08,0.36,"Ulen",0
"1453",1453,"Dtype 1 Dnum 914 Snum 1",1,1,650.4,9685.803076,"ULEN-HITTERDAL ELEMENTARY",0.16,0.08,0.36,"Ulen",0
"1454",1454,"Dtype 1 Dnum 914 Snum 1",2,1,650.8,9121.027346,"ULEN-HITTERDAL ELEMENTARY",0.16,0.08,0.36,"Ulen",0
"1455",1455,"Dtype 1 Dnum 93 Snum 1",1,1,646.5,8755.833311,"CARLTON SECONDARY",0.257142857,0.171428571,0.428571429,"Carlton",0
"1456",1456,"Dtype 1 Dnum 93 Snum 1",2,1,643.7,8715.406682,"CARLTON SECONDARY",0.257142857,0.171428571,0.428571429,"Carlton",0
"1457",1457,"Dtype 1 Dnum 94 Snum 201",0,1,654.1,8066.730613,"CLOQUET MIDDLE",0.241573034,0.168539326,0.382022472,"Cloquet",1
"1458",1458,"Dtype 1 Dnum 94 Snum 201",1,1,652.4,8234.715871,"CLOQUET MIDDLE",0.241573034,0.168539326,0.382022472,"Cloquet",1
"1459",1459,"Dtype 1 Dnum 94 Snum 201",2,1,656.3,8120.172438,"CLOQUET MIDDLE",0.241573034,0.168539326,0.382022472,"Cloquet",1
"1460",1460,"Dtype 1 Dnum 95 Snum 10",0,1,651.3,8735.904709,"CROMWELL-WRIGHT ELEMENTARY",0.095238095,0.095238095,0.571428571,"Cromwell",0
"1461",1461,"Dtype 1 Dnum 95 Snum 10",1,1,649.8,9117.304099,"CROMWELL-WRIGHT ELEMENTARY",0.095238095,0.095238095,0.571428571,"Cromwell",0
"1462",1462,"Dtype 1 Dnum 95 Snum 10",2,1,664.1,8957.368552,"CROMWELL-WRIGHT ELEMENTARY",0.095238095,0.095238095,0.571428571,"Cromwell",0
"1463",1463,"Dtype 1 Dnum 97 Snum 20",0,1,650.4,7878.513169,"MOOSE LAKE ELEMENTARY",0.045454545,0.166666667,0.378787879,"Moose Lake",0
"1464",1464,"Dtype 1 Dnum 97 Snum 20",1,1,653.3,8052.525093,"MOOSE LAKE ELEMENTARY",0.045454545,0.166666667,0.378787879,"Moose Lake",0
"1465",1465,"Dtype 1 Dnum 97 Snum 20",2,1,650.7,7910.226219,"MOOSE LAKE ELEMENTARY",0.045454545,0.166666667,0.378787879,"Moose Lake",0
"1466",1466,"Dtype 1 Dnum 99 Snum 30",0,1,658.3,7057.225502,"WINTERQUIST ELEMENTARY",0.05,0.13,0.11,"Esko",0
"1467",1467,"Dtype 1 Dnum 99 Snum 30",1,1,660.5,7151.63953,"WINTERQUIST ELEMENTARY",0.05,0.13,0.11,"Esko",0
"1468",1468,"Dtype 1 Dnum 99 Snum 30",2,1,663.4,7055.352619,"WINTERQUIST ELEMENTARY",0.05,0.13,0.11,"Esko",0
"1469",1469,"Dtype 3 Dnum 1 Snum 106",0,3,656.4,12969.43395,"BARTON OPEN ELEMENTARY",0.207792208,0.12987013,0.142857143,"Minneapolis",1
"1470",1470,"Dtype 3 Dnum 1 Snum 106",1,3,652.3,13002.05585,"BARTON OPEN ELEMENTARY",0.207792208,0.12987013,0.142857143,"Minneapolis",1
"1471",1471,"Dtype 3 Dnum 1 Snum 106",2,3,655.1,13934.93776,"BARTON OPEN ELEMENTARY",0.207792208,0.12987013,0.142857143,"Minneapolis",1
"1472",1472,"Dtype 3 Dnum 1 Snum 119",0,3,656.6,12969.43395,"FIELD ELEMENTARY",0.370689655,0.155172414,0.275862069,"Minneapolis",1
"1473",1473,"Dtype 3 Dnum 1 Snum 119",1,3,659.6,13002.05585,"FIELD ELEMENTARY",0.370689655,0.155172414,0.275862069,"Minneapolis",1
"1474",1474,"Dtype 3 Dnum 1 Snum 119",2,3,657.3,13934.93776,"FIELD ELEMENTARY",0.370689655,0.155172414,0.275862069,"Minneapolis",1
"1475",1475,"Dtype 3 Dnum 1 Snum 121",0,3,664.9,12969.43395,"LAKE HARRIET UPPER SCHOOL",0.077777778,0.033333333,0.055555556,"Minneapolis",1
"1476",1476,"Dtype 3 Dnum 1 Snum 121",1,3,665.8,13002.05585,"LAKE HARRIET UPPER SCHOOL",0.077777778,0.033333333,0.055555556,"Minneapolis",1
"1477",1477,"Dtype 3 Dnum 1 Snum 121",2,3,665.1,13934.93776,"LAKE HARRIET UPPER SCHOOL",0.077777778,0.033333333,0.055555556,"Minneapolis",1
"1478",1478,"Dtype 3 Dnum 1 Snum 124",0,3,648.6,12969.43395,"PARK VIEW MONTESSORI ELEMENTARY",0.956521739,0.217391304,0.913043478,"Minneapolis",1
"1479",1479,"Dtype 3 Dnum 1 Snum 124",1,3,636.7,13002.05585,"PARK VIEW MONTESSORI ELEMENTARY",0.956521739,0.217391304,0.913043478,"Minneapolis",1
"1480",1480,"Dtype 3 Dnum 1 Snum 124",2,3,637.7,13934.93776,"PARK VIEW MONTESSORI ELEMENTARY",0.956521739,0.217391304,0.913043478,"Minneapolis",1
"1481",1481,"Dtype 3 Dnum 1 Snum 134",0,3,649.4,12969.43395,"LK NOKOMIS COMM-KEEWAYDIN CAMPUS",0.530612245,0.163265306,0.510204082,"Minneapolis",1
"1482",1482,"Dtype 3 Dnum 1 Snum 134",1,3,653.3,13002.05585,"LK NOKOMIS COMM-KEEWAYDIN CAMPUS",0.530612245,0.163265306,0.510204082,"Minneapolis",1
"1483",1483,"Dtype 3 Dnum 1 Snum 134",2,3,657.5,13934.93776,"LK NOKOMIS COMM-KEEWAYDIN CAMPUS",0.530612245,0.163265306,0.510204082,"Minneapolis",1
"1484",1484,"Dtype 3 Dnum 1 Snum 160",0,3,654.9,12969.43395,"SEWARD ELEMENTARY",0.402985075,0.149253731,0.343283582,"Minneapolis",1
"1485",1485,"Dtype 3 Dnum 1 Snum 160",1,3,651,13002.05585,"SEWARD ELEMENTARY",0.402985075,0.149253731,0.343283582,"Minneapolis",1
"1486",1486,"Dtype 3 Dnum 1 Snum 160",2,3,653.1,13934.93776,"SEWARD ELEMENTARY",0.402985075,0.149253731,0.343283582,"Minneapolis",1
"1487",1487,"Dtype 3 Dnum 1 Snum 161",0,3,641.6,12969.43395,"SHERIDAN ELEMENTARY",0.924242424,0.166666667,0.848484848,"Minneapolis",1
"1488",1488,"Dtype 3 Dnum 1 Snum 161",1,3,635,13002.05585,"SHERIDAN ELEMENTARY",0.924242424,0.166666667,0.848484848,"Minneapolis",1
"1489",1489,"Dtype 3 Dnum 1 Snum 161",2,3,643.8,13934.93776,"SHERIDAN ELEMENTARY",0.924242424,0.166666667,0.848484848,"Minneapolis",1
"1490",1490,"Dtype 3 Dnum 1 Snum 170",0,3,642.9,12969.43395,"WINDOM SCHOOL",0,0.1,1,"Minneapolis",1
"1491",1491,"Dtype 3 Dnum 1 Snum 170",1,3,640.9,13002.05585,"WINDOM SCHOOL",0,0.1,1,"Minneapolis",1
"1492",1492,"Dtype 3 Dnum 1 Snum 170",2,3,637.5,13934.93776,"WINDOM SCHOOL",0,0.1,1,"Minneapolis",1
"1493",1493,"Dtype 3 Dnum 1 Snum 175",0,3,649.5,12969.43395,"RAMSEY FINE ARTS ELEMENTARY",0.834782609,0.234782609,0.713043478,"Minneapolis",1
"1494",1494,"Dtype 3 Dnum 1 Snum 175",1,3,641.4,13002.05585,"RAMSEY FINE ARTS ELEMENTARY",0.834782609,0.234782609,0.713043478,"Minneapolis",1
"1495",1495,"Dtype 3 Dnum 1 Snum 175",2,3,643.1,13934.93776,"RAMSEY FINE ARTS ELEMENTARY",0.834782609,0.234782609,0.713043478,"Minneapolis",1
"1496",1496,"Dtype 3 Dnum 1 Snum 179",0,3,644.5,12969.43395,"JEFFERSON ELEMENTARY",0.826086957,0.130434783,0.869565217,"Minneapolis",1
"1497",1497,"Dtype 3 Dnum 1 Snum 179",1,3,647,13002.05585,"JEFFERSON ELEMENTARY",0.826086957,0.130434783,0.869565217,"Minneapolis",1
"1498",1498,"Dtype 3 Dnum 1 Snum 179",2,3,643.4,13934.93776,"JEFFERSON ELEMENTARY",0.826086957,0.130434783,0.869565217,"Minneapolis",1
"1499",1499,"Dtype 3 Dnum 1 Snum 190",0,3,640,12969.43395,"ANDERSEN COMMUNITY",0.980392157,0.156862745,0.882352941,"Minneapolis",1
"1500",1500,"Dtype 3 Dnum 1 Snum 190",1,3,634.3,13002.05585,"ANDERSEN COMMUNITY",0.980392157,0.156862745,0.882352941,"Minneapolis",1
"1501",1501,"Dtype 3 Dnum 1 Snum 190",2,3,637,13934.93776,"ANDERSEN COMMUNITY",0.980392157,0.156862745,0.882352941,"Minneapolis",1
"1502",1502,"Dtype 3 Dnum 1 Snum 193",0,3,635.5,12969.43395,"SULLIVAN ELEMENTARY",0.837837838,0.459459459,0.837837838,"Minneapolis",1
"1503",1503,"Dtype 3 Dnum 1 Snum 193",1,3,637,13002.05585,"SULLIVAN ELEMENTARY",0.837837838,0.459459459,0.837837838,"Minneapolis",1
"1504",1504,"Dtype 3 Dnum 1 Snum 193",2,3,636.2,13934.93776,"SULLIVAN ELEMENTARY",0.837837838,0.459459459,0.837837838,"Minneapolis",1
"1505",1505,"Dtype 3 Dnum 1 Snum 225",0,3,634.5,12969.43395,"ANISHINABE ACADEMY",0.967741935,0.225806452,0.870967742,"Minneapolis",1
"1506",1506,"Dtype 3 Dnum 1 Snum 225",1,3,631.4,13002.05585,"ANISHINABE ACADEMY",0.967741935,0.225806452,0.870967742,"Minneapolis",1
"1507",1507,"Dtype 3 Dnum 1 Snum 225",2,3,640.9,13934.93776,"ANISHINABE ACADEMY",0.967741935,0.225806452,0.870967742,"Minneapolis",1
"1508",1508,"Dtype 3 Dnum 1 Snum 226",0,3,652.2,12969.43395,"MARCY OPEN ELEMENTARY",0.459016393,0.147540984,0.344262295,"Minneapolis",1
"1509",1509,"Dtype 3 Dnum 1 Snum 226",1,3,647.3,13002.05585,"MARCY OPEN ELEMENTARY",0.459016393,0.147540984,0.344262295,"Minneapolis",1
"1510",1510,"Dtype 3 Dnum 1 Snum 226",2,3,652.6,13934.93776,"MARCY OPEN ELEMENTARY",0.459016393,0.147540984,0.344262295,"Minneapolis",1
"1511",1511,"Dtype 3 Dnum 1 Snum 256",0,3,643.5,12969.43395,"GREEN CENTRAL PARK ELEMENTARY",0,0.148148148,0.888888889,"Minneapolis",1
"1512",1512,"Dtype 3 Dnum 1 Snum 256",1,3,628.5,13002.05585,"GREEN CENTRAL PARK ELEMENTARY",0,0.148148148,0.888888889,"Minneapolis",1
"1513",1513,"Dtype 3 Dnum 1 Snum 256",2,3,638.8,13934.93776,"GREEN CENTRAL PARK ELEMENTARY",0,0.148148148,0.888888889,"Minneapolis",1
"1514",1514,"Dtype 3 Dnum 1 Snum 260",0,3,649.7,12969.43395,"EMERSON ELEMENTARY",0.916666667,0.0625,0.729166667,"Minneapolis",1
"1515",1515,"Dtype 3 Dnum 1 Snum 260",1,3,641.6,13002.05585,"EMERSON ELEMENTARY",0.916666667,0.0625,0.729166667,"Minneapolis",1
"1516",1516,"Dtype 3 Dnum 1 Snum 260",2,3,640.2,13934.93776,"EMERSON ELEMENTARY",0.916666667,0.0625,0.729166667,"Minneapolis",1
"1517",1517,"Dtype 3 Dnum 1 Snum 282",0,3,631.8,12969.43395,"LUCY LANEY @ CLEVELAND PARK ELEM.",0.975609756,0.292682927,0.902439024,"Minneapolis",1
"1518",1518,"Dtype 3 Dnum 1 Snum 282",1,3,627.7,13002.05585,"LUCY LANEY @ CLEVELAND PARK ELEM.",0.975609756,0.292682927,0.902439024,"Minneapolis",1
"1519",1519,"Dtype 3 Dnum 1 Snum 282",2,3,631.7,13934.93776,"LUCY LANEY @ CLEVELAND PARK ELEM.",0.975609756,0.292682927,0.902439024,"Minneapolis",1
"1520",1520,"Dtype 3 Dnum 1 Snum 288",0,3,640.7,12969.43395,"NELLIE STONE JOHNSON ELEMENTARY",0.979166667,0.145833333,0.895833333,"Minneapolis",1
"1521",1521,"Dtype 3 Dnum 1 Snum 288",1,3,638.6,13002.05585,"NELLIE STONE JOHNSON ELEMENTARY",0.979166667,0.145833333,0.895833333,"Minneapolis",1
"1522",1522,"Dtype 3 Dnum 1 Snum 288",2,3,643.7,13934.93776,"NELLIE STONE JOHNSON ELEMENTARY",0.979166667,0.145833333,0.895833333,"Minneapolis",1
"1523",1523,"Dtype 3 Dnum 1 Snum 290",0,3,634,12969.43395,"CITYVIEW PAM MAGNET",0,0.37037037,0.888888889,"Minneapolis",1
"1524",1524,"Dtype 3 Dnum 1 Snum 290",1,3,632.1,13002.05585,"CITYVIEW PAM MAGNET",0,0.37037037,0.888888889,"Minneapolis",1
"1525",1525,"Dtype 3 Dnum 1 Snum 290",2,3,635.3,13934.93776,"CITYVIEW PAM MAGNET",0,0.37037037,0.888888889,"Minneapolis",1
"1526",1526,"Dtype 3 Dnum 1 Snum 291",0,3,642,12969.43395,"HMONG INTERNATIONAL ACADEMY",0,0.12195122,0.951219512,"Minneapolis",1
"1527",1527,"Dtype 3 Dnum 1 Snum 291",1,3,648.7,13002.05585,"HMONG INTERNATIONAL ACADEMY",0,0.12195122,0.951219512,"Minneapolis",1
"1528",1528,"Dtype 3 Dnum 1 Snum 291",2,3,643.4,13934.93776,"HMONG INTERNATIONAL ACADEMY",0,0.12195122,0.951219512,"Minneapolis",1
"1529",1529,"Dtype 3 Dnum 1 Snum 300",0,3,656.6,12969.43395,"ANTHONY MIDDLE SCHOOL",0.283505155,0.134020619,0.25257732,"Minneapolis",1
"1530",1530,"Dtype 3 Dnum 1 Snum 300",1,3,653,13002.05585,"ANTHONY MIDDLE SCHOOL",0.283505155,0.134020619,0.25257732,"Minneapolis",1
"1531",1531,"Dtype 3 Dnum 1 Snum 300",2,3,656.9,13934.93776,"ANTHONY MIDDLE SCHOOL",0.283505155,0.134020619,0.25257732,"Minneapolis",1
"1532",1532,"Dtype 3 Dnum 1 Snum 301",0,3,644.6,12969.43395,"ANWATIN MIDDLE SCHOOL",0.789855072,0.152173913,0.695652174,"Minneapolis",1
"1533",1533,"Dtype 3 Dnum 1 Snum 301",1,3,640.4,13002.05585,"ANWATIN MIDDLE SCHOOL",0.789855072,0.152173913,0.695652174,"Minneapolis",1
"1534",1534,"Dtype 3 Dnum 1 Snum 301",2,3,646.7,13934.93776,"ANWATIN MIDDLE SCHOOL",0.789855072,0.152173913,0.695652174,"Minneapolis",1
"1535",1535,"Dtype 3 Dnum 1 Snum 304",0,3,641.4,12969.43395,"FOLWELL MIDDLE SCHOOL",0.9,0.25,0.75,"Minneapolis",1
"1536",1536,"Dtype 3 Dnum 1 Snum 304",1,3,641.8,13002.05585,"FOLWELL MIDDLE SCHOOL",0.9,0.25,0.75,"Minneapolis",1
"1537",1537,"Dtype 3 Dnum 1 Snum 304",2,3,638.6,13934.93776,"FOLWELL MIDDLE SCHOOL",0.9,0.25,0.75,"Minneapolis",1
"1538",1538,"Dtype 3 Dnum 1 Snum 311",0,3,626.6,12969.43395,"SPAN",0.96969697,1,0.909090909,"Minneapolis",1
"1539",1539,"Dtype 3 Dnum 1 Snum 311",1,3,623.3,13002.05585,"SPAN",0.96969697,1,0.909090909,"Minneapolis",1
"1540",1540,"Dtype 3 Dnum 1 Snum 311",2,3,622.6,13934.93776,"SPAN",0.96969697,1,0.909090909,"Minneapolis",1
"1541",1541,"Dtype 3 Dnum 1 Snum 316",0,3,646.9,12969.43395,"NORTHEAST MIDDLE",0.669064748,0.136690647,0.73381295,"Minneapolis",1
"1542",1542,"Dtype 3 Dnum 1 Snum 316",1,3,642.1,13002.05585,"NORTHEAST MIDDLE",0.669064748,0.136690647,0.73381295,"Minneapolis",1
"1543",1543,"Dtype 3 Dnum 1 Snum 316",2,3,646,13934.93776,"NORTHEAST MIDDLE",0.669064748,0.136690647,0.73381295,"Minneapolis",1
"1544",1544,"Dtype 3 Dnum 1 Snum 318",0,3,635.6,12969.43395,"OLSON MIDDLE",0.919354839,0.14516129,0.903225806,"Minneapolis",1
"1545",1545,"Dtype 3 Dnum 1 Snum 318",1,3,632.5,13002.05585,"OLSON MIDDLE",0.919354839,0.14516129,0.903225806,"Minneapolis",1
"1546",1546,"Dtype 3 Dnum 1 Snum 318",2,3,638.6,13934.93776,"OLSON MIDDLE",0.919354839,0.14516129,0.903225806,"Minneapolis",1
"1547",1547,"Dtype 3 Dnum 1 Snum 324",0,3,646.4,12969.43395,"SANFORD MIDDLE",0.503496503,0.146853147,0.524475524,"Minneapolis",1
"1548",1548,"Dtype 3 Dnum 1 Snum 324",1,3,649.1,13002.05585,"SANFORD MIDDLE",0.503496503,0.146853147,0.524475524,"Minneapolis",1
"1549",1549,"Dtype 3 Dnum 1 Snum 324",2,3,650.4,13934.93776,"SANFORD MIDDLE",0.503496503,0.146853147,0.524475524,"Minneapolis",1
